filename,recommender,strategy,config,n_factors,learning_rate,regularization,epochs,batch_size,n_layers,precision,recall,ndcg,epc,gini,aggregate_diversity
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep100_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep100_bs2048_nl3,502,0.005,0.01,100,2048,3,0.09407821229050281,0.02100963410489016,0.09655667391120756,0.5842682038187882,0.5543618392780405,0.002905027932960894
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep100_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep100_bs4096_nl2,502,0.005,0.01,100,4096,2,0.03664804469273743,0.006008657363629256,0.03344052685965946,0.8146358051387169,0.7083669193934556,0.15016759776536312
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep100_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep100_bs4096_nl3,502,0.005,0.01,100,4096,3,0.06659217877094971,0.014169511612103598,0.06631888847768729,0.7539885187532953,0.7811715249737263,0.022569832402234636
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep50_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep50_bs2048_nl2,502,0.005,0.01,50,2048,2,0.0706145251396648,0.01568872144862314,0.07039314250635093,0.7365389195305604,0.8205700604264052,0.021899441340782123
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep50_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep50_bs2048_nl3,502,0.005,0.01,50,2048,3,0.09519553072625699,0.0200494379869185,0.09464586076014117,0.5633085896076351,0.0,0.0011173184357541898
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep50_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep50_bs4096_nl2,502,0.005,0.01,50,4096,2,0.0623463687150838,0.011476620172017284,0.05885103414810643,0.787521105232913,0.7923109934082078,0.06458100558659217
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep50_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep50_bs4096_nl3,502,0.005,0.01,50,4096,3,0.1059217877094972,0.02330147021965676,0.10899452447415582,0.6283178018566681,0.5126256983240223,0.0046927374301675975
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep100_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep100_bs2048_nl2,502,0.005,0.1,100,2048,2,0.0735195530726257,0.016008331679087464,0.0719504051274595,0.7475898268334153,0.7816405072270995,0.014078212290502793
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep100_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep100_bs2048_nl3,502,0.005,0.1,100,2048,3,0.09519553072625699,0.0200494379869185,0.09685722523429932,0.5633085896076351,0.0,0.0011173184357541898
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep100_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep100_bs4096_nl2,502,0.005,0.1,100,4096,2,0.07731843575418995,0.014680221173393345,0.0756890895151274,0.763542953962452,0.7867903575760682,0.07307262569832403
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep100_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep100_bs4096_nl3,502,0.005,0.1,100,4096,3,0.1023463687150838,0.020880713322638165,0.10486442645488883,0.6610965834700854,0.6908227526663282,0.009832402234636871
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep50_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep50_bs2048_nl2,502,0.005,0.1,50,2048,2,0.0829050279329609,0.01819226116137619,0.08910928487273011,0.6891416316640699,0.6509583154275891,0.005810055865921788
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep50_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep50_bs2048_nl3,502,0.005,0.1,50,2048,3,0.10837988826815644,0.02311461964459708,0.11067838959432298,0.5984696410481228,0.3800957701516361,0.0031284916201117317
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep50_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep50_bs4096_nl2,502,0.005,0.1,50,4096,2,0.06078212290502794,0.012803378060075428,0.05868950949150517,0.8092089314383549,0.8119614833946269,0.04446927374301676
gnn_5_no_filtering_f502_lr0p005_reg0p1_ep50_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.005_reg0.1_ep50_bs4096_nl3,502,0.005,0.1,50,4096,3,0.11083798882681564,0.024126919619520064,0.11219556061080461,0.6197621995651582,0.523096568236233,0.0046927374301675975
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep100_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep100_bs2048_nl2,502,0.1,0.01,100,2048,2,0.10525139664804471,0.022514528225316705,0.10749758689743934,0.5746962327529518,0.8024090475541628,0.009162011173184357
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep100_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep100_bs2048_nl3,502,0.1,0.01,100,2048,3,0.11463687150837988,0.023760927217621748,0.11396901767595594,0.5696852432211473,0.5056834264432031,0.0033519553072625698
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep100_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep100_bs4096_nl2,502,0.1,0.01,100,4096,2,0.08536312849162012,0.01859164857673976,0.08459225886370264,0.5891896182989035,0.6972439478584729,0.004022346368715084
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep100_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep100_bs4096_nl3,502,0.1,0.01,100,4096,3,0.0987709497206704,0.021870004040574553,0.10146161376081085,0.5670001244097939,0.4089882060831782,0.002011173184357542
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep50_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep50_bs2048_nl2,502,0.1,0.01,50,2048,2,0.05474860335195531,0.017685679185019242,0.05459866080252783,0.7798143331931254,0.8437581334209663,0.03798882681564246
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep50_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep50_bs2048_nl3,502,0.1,0.01,50,2048,3,0.10972067039106147,0.02274107674341027,0.1098769122626676,0.5934944341427868,0.6741959836931906,0.008268156424581006
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep50_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep50_bs4096_nl2,502,0.1,0.01,50,4096,2,0.04067039106145251,0.014813371448824643,0.039554095220108776,0.8041766145132913,0.39258379888268147,0.003575418994413408
gnn_5_no_filtering_f502_lr0p1_reg0p01_ep50_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.1_reg0.01_ep50_bs4096_nl3,502,0.1,0.01,50,4096,3,0.09631284916201117,0.018955274047599516,0.09407290897496492,0.5814141246586138,0.8900637528754518,0.01899441340782123
